https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume BTC
1654992000000,2022-06-12 00:00:00,BTC/USD,28442.0,28558.26751191,26636.0,26636.0,237333186.8725872,8910.2412852
1654905600000,2022-06-11 00:00:00,BTC/USD,29104.0,29456.0,28138.0,28433.0,106582238.48931283,3748.54002354
1654819200000,2022-06-10 00:00:00,BTC/USD,30112.0,30395.0,28864.0,29103.0,141192389.68206382,4851.47200227
1654732800000,2022-06-09 00:00:00,BTC/USD,30225.0,30711.83055338,29952.0,30112.15191487,63128192.91206675,2096.43578747
1654646400000,2022-06-08 00:00:00,BTC/USD,31138.0,31339.0,29872.0,30226.0,79971025.07917936,2645.76937336
1654560000000,2022-06-07 00:00:00,BTC/USD,31371.0,31591.0,29174.0,31137.0,199860497.9256738,6418.74611959
1654473600000,2022-06-06 00:00:00,BTC/USD,29934.0,31775.0,29907.0,31371.83211454,150036348.90459606,4782.51790832
1654387200000,2022-06-05 00:00:00,BTC/USD,29873.0,30245.0,29540.0,29923.41356674,51367789.52973098,1716.64203401
1654300800000,2022-06-04 00:00:00,BTC/USD,29719.0,30028.0,29498.0,29874.0,44827172.5542849,1500.54135885
1654214400000,2022-06-03 00:00:00,BTC/USD,30473.75559032,30708.17873851,29300.0,29730.0,90326110.0306656,3038.21426272
1654128000000,2022-06-02 00:00:00,BTC/USD,29843.0,30719.0,29610.0,30478.0,180625291.5827889,5926.41549914
1654041600000,2022-06-01 00:00:00,BTC/USD,31798.25894723,31974.1614267,29346.0,29833.0,144419447.8075053,4840.9294341
1653955200000,2022-05-31 00:00:00,BTC/USD,31724.19964769,32407.93272565,31220.0,31785.0,92967100.17955816,2924.87337359
1653868800000,2022-05-30 00:00:00,BTC/USD,29477.0,32503.0,29310.0,31726.27832771,251723888.0278479,7934.23941591
1653782400000,2022-05-29 00:00:00,BTC/USD,29037.32513873,29699.25013822,28850.0,29476.0,75862562.1133714,2573.70613765
1653696000000,2022-05-28 00:00:00,BTC/USD,28618.20387438,29269.0,28524.0,29037.32513873,47993998.911627725,1652.8381551100001
1653609600000,2022-05-27 00:00:00,BTC/USD,29197.0,29384.0,28262.0,28609.29899389,125082506.4055705,4372.09266932
1653523200000,2022-05-26 00:00:00,BTC/USD,29522.0,29859.22423568,27978.0,29206.99009526,161830899.72423527,5540.827699
1653436800000,2022-05-25 00:00:00,BTC/USD,29648.0,30219.30951769,29333.0,29525.65891892,63564951.32159022,2152.87155813
1653350400000,2022-05-24 00:00:00,BTC/USD,29102.0,29854.0,28652.02346923,29647.0,86163205.09231818,2906.30435094
1653264000000,2022-05-23 00:00:00,BTC/USD,30279.0,30666.0,28863.0,29102.0,81162324.32131822,2788.89163361
1653177600000,2022-05-22 00:00:00,BTC/USD,29439.0,30477.0,29238.0,30283.0,81300625.74305882,2684.69523307
1653091200000,2022-05-21 00:00:00,BTC/USD,29203.0,29654.0,28937.0,29439.0,37544753.98736829,1275.34067011
1653004800000,2022-05-20 00:00:00,BTC/USD,30329.0,30769.0,28702.0,29202.32017749,115038893.7184712,3939.37512565
1652918400000,2022-05-19 00:00:00,BTC/USD,28685.0,30550.0,28670.0,30329.11483534,136177886.62188146,4490.0053088
1652832000000,2022-05-18 00:00:00,BTC/USD,30440.0,30702.0,28632.1300395,28681.0,113252843.38951343,3948.70623024
1652745600000,2022-05-17 00:00:00,BTC/USD,29868.0,30773.0,29433.51564009,30442.0,93607689.42906597,3074.95202119
1652659200000,2022-05-16 00:00:00,BTC/USD,31323.0,31324.08253275,29070.0,29864.0,135025867.35607198,4521.359073
1652572800000,2022-05-15 00:00:00,BTC/USD,30099.0,31500.0,29481.0,31318.0,85827401.05420837,2740.51347641
1652486400000,2022-05-14 00:00:00,BTC/USD,29301.0,30416.94862318,28630.0,30099.0,124243567.24571879,4127.8304012
1652400000000,2022-05-13 00:00:00,BTC/USD,29089.0,31136.0,28826.0,29305.0,255619444.39860424,8722.72459985
1652313600000,2022-05-12 00:00:00,BTC/USD,29149.69356674,30270.0,26591.0,29078.0,995962514.7181842,34251.41050685
1652227200000,2022-05-11 00:00:00,BTC/USD,31065.32759343,32227.0,27900.0,29149.0,837449751.3159056,28729.96505252
1652140800000,2022-05-10 00:00:00,BTC/USD,30136.0,32687.0,29833.0,31072.0,440373581.55206144,14172.68220752
1652054400000,2022-05-09 00:00:00,BTC/USD,34075.0,34277.0,30100.0,30140.0,640482402.8261538,21250.24561467
1651968000000,2022-05-08 00:00:00,BTC/USD,35506.0,35541.0,33761.0,34064.0,224062978.36704272,6577.70603473
1651881600000,2022-05-07 00:00:00,BTC/USD,36041.0,36170.0,34854.0,35506.0,134254642.29031962,3781.1818366
1651795200000,2022-05-06 00:00:00,BTC/USD,36577.0,36685.0,35290.0,36040.0,273790948.8889888,7596.86317672
1651708800000,2022-05-05 00:00:00,BTC/USD,39708.11961676,39850.0,35501.0,36577.0,356190613.6979499,9738.10355409
1651622400000,2022-05-04 00:00:00,BTC/USD,37752.0,40046.0,37695.0,39708.11961676,208731764.24630934,5256.65194577
1651536000000,2022-05-03 00:00:00,BTC/USD,38526.0,38673.49243394,37555.0,37752.0,136803332.88305113,3623.73736181
1651449600000,2022-05-02 00:00:00,BTC/USD,38495.42135157,39208.80322028,38075.0,38521.0,138376564.77054548,3592.2370855
1651363200000,2022-05-01 00:00:00,BTC/USD,37659.0,38714.0,37406.13888176,38496.07041811,117712206.06706715,3057.77199565
1651276800000,2022-04-30 00:00:00,BTC/USD,38616.0,38811.0,37633.0,37660.0,109755541.9623278,2914.37976533
1651190400000,2022-04-29 00:00:00,BTC/USD,39756.0,39927.17935766,38200.0,38600.0,123261091.51788199,3193.29252637
1651104000000,2022-04-28 00:00:00,BTC/USD,39261.41542102,40383.0,38910.0,39757.81575497,184749130.69765183,4646.8631938
1651017600000,2022-04-27 00:00:00,BTC/USD,38133.0,39496.0,37900.0,39263.0,164813591.9507119,4197.6820913
1650931200000,2022-04-26 00:00:00,BTC/USD,40458.36692153,40809.0,37727.0,38132.0,180371388.87727982,4730.18433015
1650844800000,2022-04-25 00:00:00,BTC/USD,39473.0,40635.0,38200.0,40455.53559827,243209834.7092661,6011.7813573
1650758400000,2022-04-24 00:00:00,BTC/USD,39454.0,39973.0,38942.0,39480.58123889,86346535.6524974,2187.06343582
1650672000000,2022-04-23 00:00:00,BTC/USD,39722.57093894,40103.0,39312.0,39444.0,75610408.58494584,1916.90519686
1650585600000,2022-04-22 00:00:00,BTC/USD,40502.0,40799.0,39170.0,39726.0,164042321.70884797,4129.34404946
1650499200000,2022-04-21 00:00:00,BTC/USD,41364.07177753,42989.0,39789.0,40502.0,184648932.30038023,4559.00776012
1650412800000,2022-04-20 00:00:00,BTC/USD,41514.0,42223.0,40905.0,41364.0,154373690.0888107,3732.07837948
1650326400000,2022-04-19 00:00:00,BTC/USD,40823.0,41777.0,40601.0,41518.32114382,98761708.17833236,2378.75004233
1650240000000,2022-04-18 00:00:00,BTC/USD,39699.71930283,41127.50821203,38547.0,40822.0,203779996.43179747,4991.91603625
1650153600000,2022-04-17 00:00:00,BTC/USD,40408.0,40624.0,39563.0,39707.55271232,65791015.499616675,1656.88920635
1650067200000,2022-04-16 00:00:00,BTC/USD,40575.0,40717.0,40014.0,40408.0,60055123.93371544,1486.21866793
1649980800000,2022-04-15 00:00:00,BTC/USD,39948.01234606,40873.0,39777.0,40586.355501,89503879.16720855,2205.27017177
1649894400000,2022-04-14 00:00:00,BTC/USD,41166.0,41511.0,39575.0,39948.0,126451551.66274044,3165.40381653
1649808000000,2022-04-13 00:00:00,BTC/USD,40096.0,41555.0,39607.0,41155.0,188001513.3055144,4568.13299248
1649721600000,2022-04-12 00:00:00,BTC/USD,39560.17805141,40770.0,39300.0,40088.0,164653031.71647957,4107.28975545
1649635200000,2022-04-11 00:00:00,BTC/USD,42181.0,42437.0,39223.0,39566.0,265182705.24313906,6702.28744991
1649548800000,2022-04-10 00:00:00,BTC/USD,42780.0798286,44023.0,41933.0,42177.51505057,127719606.55038922,3028.1444129
1649462400000,2022-04-09 00:00:00,BTC/USD,42249.61563447,42824.0,42137.0,42780.0,82248224.3404038,1922.58588921
1649376000000,2022-04-08 00:00:00,BTC/USD,43441.0,43985.0,42137.0,42250.0,184441573.63242,4365.48103272
1649289600000,2022-04-07 00:00:00,BTC/USD,43194.82132932,43901.0,42804.0,43458.0,104357263.65841608,2401.33608676
1649203200000,2022-04-06 00:00:00,BTC/USD,45490.44735913,45520.0,43162.0,43195.91199284,252418973.62645128,5843.58477414
1649116800000,2022-04-05 00:00:00,BTC/USD,46594.0,47173.0,45359.0,45481.0,117611463.5425831,2585.94717668
1649030400000,2022-04-04 00:00:00,BTC/USD,46388.0,46900.0,45111.0,46611.0,160625846.14923897,3446.09311427
1648944000000,2022-04-03 00:00:00,BTC/USD,45820.0,47600.0,45505.0,46390.0,139775284.7601941,3013.04774219
1648857600000,2022-04-02 00:00:00,BTC/USD,46301.01257854,47240.0,45636.0,45823.0,104213561.8483559,2274.2631833
1648771200000,2022-04-01 00:00:00,BTC/USD,45535.78349408,46740.70525005,44234.0,46301.0,183397941.49115232,3960.99309931
1648684800000,2022-03-31 00:00:00,BTC/USD,47048.94776884,47665.0,45190.19424317,45536.0,212097139.44277537,4657.79030751
1648598400000,2022-03-30 00:00:00,BTC/USD,47423.96908156,47675.0,46446.0,47049.0,202203863.10873994,4297.72924204
1648512000000,2022-03-29 00:00:00,BTC/USD,47120.0,48102.0,46952.0,47422.0,160233208.76845062,3378.87918621
1648425600000,2022-03-28 00:00:00,BTC/USD,46810.0,48192.0,46663.38081286,47120.0,300843664.218964,6384.62784845
1648339200000,2022-03-27 00:00:00,BTC/USD,44536.21835356,46864.0,44439.0,46813.0,264723369.30204502,5654.91144131
1648252800000,2022-03-26 00:00:00,BTC/USD,44336.0,44785.0,44112.0,44536.4262433,58508017.7524056,1313.71155451
1648166400000,2022-03-25 00:00:00,BTC/USD,44000.0,45082.0,43606.0,44337.0,193399113.42811328,4362.02524817
1648080000000,2022-03-24 00:00:00,BTC/USD,42886.85386804,44241.0,42587.0,44000.0,166415331.66235998,3782.16662869
1647993600000,2022-03-23 00:00:00,BTC/USD,42370.0,42995.0,41750.0,42885.0,118037463.11702146,2752.41840077
1647907200000,2022-03-22 00:00:00,BTC/USD,41010.41264944,43333.0,40878.0,42371.0,211796897.65104526,4998.62872368
1647820800000,2022-03-21 00:00:00,BTC/USD,41263.0,41544.0,40544.0,41011.0,107564305.3556554,2622.81596049
1647734400000,2022-03-20 00:00:00,BTC/USD,42212.66398374,42292.0,40931.0,41264.0,74659628.2199664,1809.3163101
1647648000000,2022-03-19 00:00:00,BTC/USD,41772.27591881,42425.0,41438.0,42213.0,90198029.11225033,2136.73581864
1647561600000,2022-03-18 00:00:00,BTC/USD,40949.46502595,42427.0,40161.0,41780.0,157634233.01041642,3772.95914338
1647475200000,2022-03-17 00:00:00,BTC/USD,41139.0,41499.0,40542.0,40942.58383825,93557532.26810321,2285.09105917
1647388800000,2022-03-16 00:00:00,BTC/USD,39323.0,41788.0,38878.0,41138.0,351470590.1112617,8543.69658494
1647302400000,2022-03-15 00:00:00,BTC/USD,39717.0,39966.0,38168.0,39316.64988671,208486640.27001724,5302.75699661
1647216000000,2022-03-14 00:00:00,BTC/USD,37779.0,40005.03139151,37450.0,39711.32170449,319548886.17507917,8046.79553486
1647129600000,2022-03-13 00:00:00,BTC/USD,38815.0,39325.0,37577.0,37776.0,129233743.94613265,3421.05421289
1647043200000,2022-03-12 00:00:00,BTC/USD,38739.0,39447.0,38679.0,38814.0,70185705.95331293,1808.25748321
1646956800000,2022-03-11 00:00:00,BTC/USD,39454.0,40239.0,38230.0,38737.0,370585129.7010606,9566.69669053
1646870400000,2022-03-10 00:00:00,BTC/USD,41968.0,42069.0,38633.0,39455.0,263340133.66324106,6674.44262231
1646784000000,2022-03-09 00:00:00,BTC/USD,38764.0,42607.0,38692.1802019,41976.0,250376258.46576816,5964.74791466
1646697600000,2022-03-08 00:00:00,BTC/USD,38018.58365775,39398.0,37888.0,38757.0,213644255.95647678,5512.40436454
1646611200000,2022-03-07 00:00:00,BTC/USD,38437.04838587,39583.0,37181.75600117,38021.0,257960072.5962824,6784.67353821
1646524800000,2022-03-06 00:00:00,BTC/USD,39414.0,39716.0,38120.0,38437.04838587,129459990.88626917,3368.10437645
1646438400000,2022-03-05 00:00:00,BTC/USD,39170.82640044,39628.0,38625.0,39419.0,86286701.54993148,2188.96221492
1646352000000,2022-03-04 00:00:00,BTC/USD,42489.0,42559.00615524,38621.0,39171.0,249927887.75359645,6380.43163957
1646265600000,2022-03-03 00:00:00,BTC/USD,43946.0,44112.33989793,41856.0,42489.0,165169406.37199175,3887.34510984
1646179200000,2022-03-02 00:00:00,BTC/USD,44442.0,45470.0,43378.82822903,43952.0,244939341.39470688,5572.88272194
1646092800000,2022-03-01 00:00:00,BTC/USD,43208.0,44952.0,42862.0,44441.0,281955191.1359512,6344.48349803
1646006400000,2022-02-28 00:00:00,BTC/USD,37739.64675691,44268.0,37496.0,43202.0,365009956.9750844,8448.91340621
1645920000000,2022-02-27 00:00:00,BTC/USD,39157.95514117,39892.0,37051.0,37734.2155012,206708503.47178918,5478.01248088
1645833600000,2022-02-26 00:00:00,BTC/USD,39252.0,40330.0,38633.0,39137.11917015,140497515.70252153,3589.87883323
1645747200000,2022-02-25 00:00:00,BTC/USD,38380.0,39744.30276268,38058.0,39253.0,252406059.04052007,6430.23613585
1645660800000,2022-02-24 00:00:00,BTC/USD,37305.0,39926.0,34425.0,38383.0,686109113.7987558,17875.33839978
1645574400000,2022-02-23 00:00:00,BTC/USD,38294.0,39310.0,37117.0,37305.0,216653436.63077536,5807.62462487
1645488000000,2022-02-22 00:00:00,BTC/USD,37078.0,38485.0,36402.0,38299.0,237639528.2965906,6204.8494294
1645401600000,2022-02-21 00:00:00,BTC/USD,38437.0,39555.0,36829.0,37060.861799,315267462.6417056,8506.7493668
1645315200000,2022-02-20 00:00:00,BTC/USD,40130.0,40164.0547683,38038.0,38439.0,135567634.3317558,3526.8252122
1645228800000,2022-02-19 00:00:00,BTC/USD,40027.0,40482.0,39673.0,40128.0,58758260.096574716,1464.27083574
1645142400000,2022-02-18 00:00:00,BTC/USD,40555.0,40984.0,39521.0,40027.47722701,187211656.3018533,4677.0785788
1645056000000,2022-02-17 00:00:00,BTC/USD,43896.94591367,44189.0,40117.0,40555.0,273825481.71504694,6751.95368549
1644969600000,2022-02-16 00:00:00,BTC/USD,44567.0,44584.0,43352.0,43909.0,143648727.02936423,3271.50987336
1644883200000,2022-02-15 00:00:00,BTC/USD,42567.0,44762.0,42463.0,44563.0,183308212.8457144,4113.4621288
1644796800000,2022-02-14 00:00:00,BTC/USD,42090.0,42863.0,41545.0,42554.0,203647560.63737077,4785.62674807
1644710400000,2022-02-13 00:00:00,BTC/USD,42241.0,42789.0,41915.0,42090.0,82113012.1973184,1950.89123776
1644624000000,2022-02-12 00:00:00,BTC/USD,42422.0,43036.0,41715.0,42244.0,112483230.26417288,2662.70311202
1644537600000,2022-02-11 00:00:00,BTC/USD,43549.0,43965.0,42010.0,42418.0,237971105.85188594,5610.14441633
1644451200000,2022-02-10 00:00:00,BTC/USD,44437.0,45899.0,43222.0,43545.0,319115175.8950347,7328.39995166
1644364800000,2022-02-09 00:00:00,BTC/USD,44079.55202568,44865.0,43160.0,44431.0,165012503.3952563,3713.90478259
1644278400000,2022-02-08 00:00:00,BTC/USD,43865.0,45400.0,42709.0,44077.0,335877250.2483632,7620.23845199
1644192000000,2022-02-07 00:00:00,BTC/USD,42421.82387236,44540.0,41699.5447648,43865.0,241961414.77633747,5516.04729913
1644105600000,2022-02-06 00:00:00,BTC/USD,41441.0,42739.0,41169.0,42412.0,100237041.58712688,2363.41227924
1644019200000,2022-02-05 00:00:00,BTC/USD,41588.0,41956.0,40979.80786121,41438.0,107675460.2123751,2598.47145645
1643932800000,2022-02-04 00:00:00,BTC/USD,37367.0,41753.0,37070.0,41588.0,344152359.1433991,8275.28034874
1643846400000,2022-02-03 00:00:00,BTC/USD,36923.0,37410.0,36267.47644877,37366.0,188366209.86967686,5041.11250521
1643760000000,2022-02-02 00:00:00,BTC/USD,38717.60475262,38879.0,36633.0,36913.0,154705905.46178365,4191.09542605
1643673600000,2022-02-01 00:00:00,BTC/USD,38501.0,39416.42020804,38000.0,38713.0,166093102.29550248,4290.37021919
1643587200000,2022-01-31 00:00:00,BTC/USD,37914.0,38785.0,36674.0,38500.0,183486501.00318998,4765.88314294
1643500800000,2022-01-30 00:00:00,BTC/USD,38201.60978983,38403.0,37386.0,37914.38083181,77750763.9249904,2050.69322561
1643414400000,2022-01-29 00:00:00,BTC/USD,37748.0,38898.0,37347.69182748,38179.91123381,135401967.24606606,3546.41912122
1643328000000,2022-01-28 00:00:00,BTC/USD,37187.0,38055.0,36197.0,37759.82718923,173079893.40047628,4583.70459518
1643241600000,2022-01-27 00:00:00,BTC/USD,36847.6476148,37275.0,35504.0,37194.0,258159853.79731116,6940.90051614
1643155200000,2022-01-26 00:00:00,BTC/USD,36995.0,38935.0,36291.6959393,36828.54217638,392078971.2773454,10646.06275751
1643068800000,2022-01-25 00:00:00,BTC/USD,36706.0,37584.0,35751.0,36986.0,327817327.37645614,8863.28144099
1642982400000,2022-01-24 00:00:00,BTC/USD,36302.0,37596.0,32937.0,36702.0,847978447.0339584,23104.4206592
1642896000000,2022-01-23 00:00:00,BTC/USD,35108.0,36556.0,34654.0,36308.0,316458961.78325635,8715.95686304
1642809600000,2022-01-22 00:00:00,BTC/USD,36463.16076078,36861.57424928,33854.97502491,35104.74628423,617224811.1979212,17582.37493587
1642723200000,2022-01-21 00:00:00,BTC/USD,40690.34893641,41132.0,35471.0,36467.0,591653999.9281127,16224.36723416
1642636800000,2022-01-20 00:00:00,BTC/USD,41677.0,43591.0,40568.39019693,40692.20981196,208033254.6091178,5112.3607091
1642550400000,2022-01-19 00:00:00,BTC/USD,42373.0,42596.0,41158.0,41676.0,268913341.63605237,6452.4748449
1642464000000,2022-01-18 00:00:00,BTC/USD,42221.0,42690.0,41204.0,42376.97315245,183937769.69955578,4340.51221728
1642377600000,2022-01-17 00:00:00,BTC/USD,43084.0,43194.0,41465.0,42223.0,123326960.50675976,2920.84789112
1642291200000,2022-01-16 00:00:00,BTC/USD,43074.0,43487.39375881,42603.0,43084.0,68163742.10797577,1582.11266614
1642204800000,2022-01-15 00:00:00,BTC/USD,43090.0,43816.0,42575.0,43069.0,137627302.71973318,3195.50727251
1642118400000,2022-01-14 00:00:00,BTC/USD,42585.0,43468.0,41736.0,43091.0,185934390.1792311,4314.92400221
1642032000000,2022-01-13 00:00:00,BTC/USD,43909.0,44445.0,42334.0,42583.0,159317414.3433985,3741.3384295
1641945600000,2022-01-12 00:00:00,BTC/USD,42744.0,44315.0,42468.0,43909.0,165525257.69950995,3769.73417066
1641859200000,2022-01-11 00:00:00,BTC/USD,41839.0,43119.19618143,41265.0,42741.74663693,204614301.93218485,4787.22368719
1641772800000,2022-01-10 00:00:00,BTC/USD,41861.0,42270.0,39672.88479242,41847.0,399779596.0530489,9553.3633487
1641686400000,2022-01-09 00:00:00,BTC/USD,41687.21240698,42801.0,41240.0,41856.0,155598886.22481793,3717.48103557
1641600000000,2022-01-08 00:00:00,BTC/USD,41555.41669034,42319.82508013,40556.0,41682.0,172815070.7955205,4146.03595786
1641513600000,2022-01-07 00:00:00,BTC/USD,43101.35518617,43135.77081015,40586.0,41548.0,307629482.27475566,7404.19472116
1641427200000,2022-01-06 00:00:00,BTC/USD,43457.0,43781.0,42412.0,43103.47161129,146771716.74313265,3405.10198498
1641340800000,2022-01-05 00:00:00,BTC/USD,45830.0,47058.0,42505.0,43455.0,301235688.81957823,6932.12953215
1641254400000,2022-01-04 00:00:00,BTC/USD,46449.61555627,47671.86280513,45568.0,45834.0,173639924.98835802,3788.45234953
1641168000000,2022-01-03 00:00:00,BTC/USD,47304.23510549,47578.0,45689.0,46448.0,119740625.84581168,2577.95009141
1641081600000,2022-01-02 00:00:00,BTC/USD,47746.0,48012.0,46648.0,47302.0,87259964.83404952,1844.74155076
1640995200000,2022-01-01 00:00:00,BTC/USD,46209.0,47957.0,46203.0,47747.0,103961332.17483784,2177.33746989
1640908800000,2021-12-31 00:00:00,BTC/USD,47148.0,48650.0,45664.14362225,46218.0,196538079.5811033,4252.41420185
1640822400000,2021-12-30 00:00:00,BTC/USD,46464.0,47911.0,45947.0,47156.0,150796169.0805341,3197.81510477
1640736000000,2021-12-29 00:00:00,BTC/USD,47556.0,48166.0,46079.0,46465.0,191620482.9718525,4123.9746685
1640649600000,2021-12-28 00:00:00,BTC/USD,50713.70862195,50714.0,47321.0,47556.0,258291251.7041052,5431.3073367
1640563200000,2021-12-27 00:00:00,BTC/USD,50805.0,52085.0,50482.47485727,50690.0,178365794.6257501,3518.75704529
1640476800000,2021-12-26 00:00:00,BTC/USD,50435.06967051,51300.0,49433.0,50797.0,147518338.8748527,2904.0758091
1640390400000,2021-12-25 00:00:00,BTC/USD,50830.0,51171.0,50182.0,50435.2441132,100374317.64274427,1990.162225
1640304000000,2021-12-24 00:00:00,BTC/USD,50834.0,51842.0,50405.0,50830.0,131918410.24384229,2595.28644981
1640217600000,2021-12-23 00:00:00,BTC/USD,48625.0,51413.12295813,48078.0,50833.0,225269220.26029873,4431.55470384
1640131200000,2021-12-22 00:00:00,BTC/USD,48926.48057156,49588.0,48459.75038112,48626.0,152816860.6638475,3142.6985699800002
1640044800000,2021-12-21 00:00:00,BTC/USD,46915.0,49369.0,46683.0,48923.0,230580251.5843661,4713.12576057
1639958400000,2021-12-20 00:00:00,BTC/USD,46698.0,47541.0,45600.0,46901.0,265153910.1916613,5653.48095332
1639872000000,2021-12-19 00:00:00,BTC/USD,46869.78960743,48364.0,46458.0,46704.0,244546599.03991634,5236.09538883
1639785600000,2021-12-18 00:00:00,BTC/USD,46163.0,47483.0,45523.0,46873.0,175352411.13367328,3741.01105399
1639699200000,2021-12-17 00:00:00,BTC/USD,47659.0,48038.0,45539.0,46180.73115089,270395837.40523344,5855.16579462
1639612800000,2021-12-16 00:00:00,BTC/USD,48901.82763469,49480.0,47543.0,47665.0,168076224.64565575,3526.19793655
1639526400000,2021-12-15 00:00:00,BTC/USD,48392.0,49520.0,46600.0,48901.0,344032694.32611585,7035.28955085
1639440000000,2021-12-14 00:00:00,BTC/USD,46757.79747071,48684.0,46356.20997454,48399.0,265029063.94065893,5475.92024506
1639353600000,2021-12-13 00:00:00,BTC/USD,50116.77552521,50234.0,45788.0,46748.99252241,407577302.2446888,8718.4189488
1639267200000,2021-12-12 00:00:00,BTC/USD,49427.0,50800.0,48690.0,50123.0,194029027.7085083,3871.0577521
1639180800000,2021-12-11 00:00:00,BTC/USD,47195.0,49522.0,46872.0,49426.0,261465555.2660684,5290.0407734
1639094400000,2021-12-10 00:00:00,BTC/USD,47598.0,50212.0,47051.0,47208.0,385703687.3730768,8170.3034946
1639008000000,2021-12-09 00:00:00,BTC/USD,50506.0,50844.0,47408.0,47610.10671846,252540320.5247552,5304.34266863
1638921600000,2021-12-08 00:00:00,BTC/USD,50641.0,51275.0,48726.0,50503.43470097,203766252.1471969,4034.70087438
1638835200000,2021-12-07 00:00:00,BTC/USD,50504.57178257,51970.0,50095.0,50634.0,197782671.2891742,3906.1237763
1638748800000,2021-12-06 00:00:00,BTC/USD,49475.49285585,50988.0,47167.0,50513.0,406483509.94157887,8047.10688222
1638662400000,2021-12-05 00:00:00,BTC/USD,49243.0,49769.0,47860.0,49474.0,236560725.81910488,4781.51606539
1638576000000,2021-12-04 00:00:00,BTC/USD,53667.0,53879.0,41634.0,49249.0,1111884407.7477484,22576.79156425
1638489600000,2021-12-03 00:00:00,BTC/USD,56520.0,57599.0,51333.0,53687.0,576135836.0727246,10731.38443334
1638403200000,2021-12-02 00:00:00,BTC/USD,57239.0,57390.0,55842.0,56517.0,249079335.39207128,4407.15776478
1638316800000,2021-12-01 00:00:00,BTC/USD,56988.82934176,59055.0,56505.0,57240.0,296573382.5398344,5181.22611006
1638230400000,2021-11-30 00:00:00,BTC/USD,57841.0,59174.0,55899.0,56966.0,368857962.6672431,6475.05464079
1638144000000,2021-11-29 00:00:00,BTC/USD,57329.0,58888.0,56764.0,57840.0,293082979.0355496,5067.13310919
1638057600000,2021-11-28 00:00:00,BTC/USD,54781.0,57469.0,53458.0,57356.0,283089615.59703916,4935.65826761
1637971200000,2021-11-27 00:00:00,BTC/USD,53825.0,55329.0,53711.0,54791.0,169603049.18226922,3095.45453053
1637884800000,2021-11-26 00:00:00,BTC/USD,59017.11364499,59238.0,53555.0,53839.0,656433044.4784424,12192.51926073
1637798400000,2021-11-25 00:00:00,BTC/USD,57159.0,59423.42625193,57067.0,59015.78236183,234940668.00253844,3980.98031747
1637712000000,2021-11-24 00:00:00,BTC/USD,57579.62257756,57762.0,55894.51623388,57166.0,279810655.0064867,4894.70410745
1637625600000,2021-11-23 00:00:00,BTC/USD,56282.0,57869.0,55453.0,57577.0,492657730.7029005,8556.50226137
1637539200000,2021-11-22 00:00:00,BTC/USD,58702.0,59456.0,55714.0,56281.06370152,497032622.5131986,8831.25850551
1637452800000,2021-11-21 00:00:00,BTC/USD,59774.0,60050.0,58603.0,58691.0,143295253.25865835,2441.52005007
